"resp.id","ques","alt","healthy","pulp","juice","added","price","choice"
"36154",185,14,1,"no","lots","frozen","multi","4.89",1
"45158",185,14,2,"no","lots","fresh","vit_B","5.89",0
"26151",185,14,3,"no","some","fresh","vit_B","4.89",0
"4809",185,15,1,"no","none","frozen","vit_A","3.89",1
"25157",185,15,2,"no","none","fresh","vit_B","4.89",0
"48153",185,15,3,"no","lots","frozen","vit_B","5.89",0
"36155",186,1,1,"yes","lots","frozen","multi","4.89",0
"49159",186,1,2,"yes","none","fresh","multi","5.89",0
"1908",186,1,3,"yes","none","fresh","vit_A","3.89",1
"50153",186,2,1,"yes","some","fresh","multi","5.89",0
"35144",186,2,2,"yes","some","frozen","multi","4.89",1
"32168",186,2,3,"yes","some","fresh","multi","4.89",0
"8146",186,3,1,"yes","some","fresh","vit_B","3.89",1
"40154",186,3,2,"yes","none","frozen","vit_A","5.89",0
"48154",186,3,3,"yes","lots","frozen","vit_B","5.89",0
"29154",186,4,1,"yes","some","frozen","vit_B","4.89",0
"3908",186,4,2,"yes","lots","fresh","vit_A","3.89",0
"25158",186,4,3,"yes","none","fresh","vit_B","4.89",1
"7151",186,5,1,"yes","none","fresh","vit_B","3.89",1
"54149",186,5,2,"yes","lots","frozen","multi","5.89",0
"37148",186,5,3,"yes","none","fresh","vit_A","5.89",0
"45159",186,6,1,"yes","lots","fresh","vit_B","5.89",0
"9150",186,6,2,"yes","lots","fresh","vit_B","3.89",1
"22170",186,6,3,"yes","none","frozen","vit_A","4.89",0
"19154",186,7,1,"yes","none","fresh","vit_A","4.89",1
"34153",186,7,2,"yes","none","frozen","multi","4.89",0
"15156",186,7,3,"yes","lots","fresh","multi","3.89",0
"26152",186,8,1,"yes","some","fresh","vit_B","4.89",1
"38160",186,8,2,"yes","some","fresh","vit_A","5.89",0
"21197",186,8,3,"yes","lots","fresh","vit_A","4.89",0
"30154",186,9,1,"yes","lots","frozen","vit_B","4.89",1
"5536",186,9,2,"yes","some","frozen","vit_A","3.89",0
"20151",186,9,3,"yes","some","fresh","vit_A","4.89",0
"18142",186,10,1,"yes","lots","frozen","multi","3.89",0
"12171",186,10,2,"yes","lots","frozen","vit_B","3.89",1
"47158",186,10,3,"yes","some","frozen","vit_B","5.89",0
"11194",186,11,1,"yes","some","frozen","vit_B","3.89",1
"17162",186,11,2,"yes","some","frozen","multi","3.89",0
"52160",186,11,3,"yes","none","frozen","multi","5.89",0
"31194",186,12,1,"yes","none","fresh","multi","4.89",0
"4900",186,12,2,"yes","none","frozen","vit_A","3.89",1
"42168",186,12,3,"yes","lots","frozen","vit_A","5.89",0
"14152",186,13,1,"yes","some","fresh","multi","3.89",1
"24163",186,13,2,"yes","lots","frozen","vit_A","4.89",0
"51172",186,13,3,"yes","lots","fresh","multi","5.89",0
"39149",186,14,1,"yes","lots","fresh","vit_A","5.89",0
"27150",186,14,2,"yes","lots","fresh","vit_B","4.89",1
"41198",186,14,3,"yes","some","frozen","vit_A","5.89",0
"44154",186,15,1,"yes","some","fresh","vit_B","5.89",1
"23154",186,15,2,"yes","some","frozen","vit_A","4.89",0
"33159",186,15,3,"yes","lots","fresh","multi","4.89",0
"4901",187,1,1,"yes","none","frozen","vit_A","3.89",1
"43159",187,1,2,"yes","none","fresh","vit_B","5.89",0
"51173",187,1,3,"yes","lots","fresh","multi","5.89",0
"13156",187,2,1,"yes","none","fresh","multi","3.89",0
"29155",187,2,2,"yes","some","frozen","vit_B","4.89",1
"48155",187,2,3,"yes","lots","frozen","vit_B","5.89",0
"37149",187,3,1,"yes","none","fresh","vit_A","5.89",0
"21198",187,3,2,"yes","lots","fresh","vit_A","4.89",0
"11195",187,3,3,"yes","some","frozen","vit_B","3.89",1
"26153",187,4,1,"yes","some","fresh","vit_B","4.89",1
"35145",187,4,2,"yes","some","frozen","multi","4.89",0
"18143",187,4,3,"yes","lots","frozen","multi","3.89",0
"19155",187,5,1,"yes","none","fresh","vit_A","4.89",0
"38161",187,5,2,"yes","some","fresh","vit_A","5.89",0
"12172",187,5,3,"yes","lots","frozen","vit_B","3.89",1
"7152",187,6,1,"yes","none","fresh","vit_B","3.89",1
"45160",187,6,2,"yes","lots","fresh","vit_B","5.89",0
"8147",187,6,3,"yes","some","fresh","vit_B","3.89",0
"53158",187,7,1,"yes","some","frozen","multi","5.89",0
"6157",187,7,2,"yes","lots","frozen","vit_A","3.89",1
"16165",187,7,3,"yes","none","frozen","multi","3.89",0
"46151",187,8,1,"yes","none","frozen","vit_B","5.89",1
"50154",187,8,2,"yes","some","fresh","multi","5.89",0
"49160",187,8,3,"yes","none","fresh","multi","5.89",0
"1909",187,9,1,"yes","none","fresh","vit_A","3.89",0
"28158",187,9,2,"yes","none","frozen","vit_B","4.89",1
"20152",187,9,3,"yes","some","fresh","vit_A","4.89",0
"14153",187,10,1,"yes","some","fresh","multi","3.89",0
"27151",187,10,2,"yes","lots","fresh","vit_B","4.89",1
"22171",187,10,3,"yes","none","frozen","vit_A","4.89",0
"39150",187,11,1,"yes","lots","fresh","vit_A","5.89",0
"30155",187,11,2,"yes","lots","frozen","vit_B","4.89",1
"10152",187,11,3,"yes","none","frozen","vit_B","3.89",0
"3909",187,12,1,"yes","lots","fresh","vit_A","3.89",0
"23155",187,12,2,"yes","some","frozen","vit_A","4.89",1
"44155",187,12,3,"yes","some","fresh","vit_B","5.89",0
"5537",187,13,1,"yes","some","frozen","vit_A","3.89",1
"31195",187,13,2,"yes","none","fresh","multi","4.89",0
"33160",187,13,3,"yes","lots","fresh","multi","4.89",0
"2908",187,14,1,"yes","some","fresh","vit_A","3.89",0
"42169",187,14,2,"yes","lots","frozen","vit_A","5.89",0
"15157",187,14,3,"yes","lots","fresh","multi","3.89",1
"36156",187,15,1,"yes","lots","frozen","multi","4.89",1
"40155",187,15,2,"yes","none","frozen","vit_A","5.89",0
"41199",187,15,3,"yes","some","frozen","vit_A","5.89",0
"4902",188,1,1,"no","none","frozen","vit_A","3.89",1
"21199",188,1,2,"no","lots","fresh","vit_A","4.89",0
"17163",188,1,3,"no","some","frozen","multi","3.89",0
"10153",188,2,1,"no","none","frozen","vit_B","3.89",1
"34154",188,2,2,"no","none","frozen","multi","4.89",0
"50155",188,2,3,"no","some","fresh","multi","5.89",0
"24164",188,3,1,"no","lots","frozen","vit_A","4.89",1
"22172",188,3,2,"no","none","frozen","vit_A","4.89",0
"29156",188,3,3,"no","some","frozen","vit_B","4.89",0
"36157",188,4,1,"no","lots","frozen","multi","4.89",0
"15158",188,4,2,"no","lots","fresh","multi","3.89",1
"49161",188,4,3,"no","none","fresh","multi","5.89",0
"51174",188,5,1,"no","lots","fresh","multi","5.89",0
"26154",188,5,2,"no","some","fresh","vit_B","4.89",0
"5538",188,5,3,"no","some","frozen","vit_A","3.89",1
"27152",188,6,1,"no","lots","fresh","vit_B","4.89",0
"40156",188,6,2,"no","none","frozen","vit_A","5.89",1
"16166",188,6,3,"no","none","frozen","multi","3.89",0
"28159",188,7,1,"no","none","frozen","vit_B","4.89",1
"33161",188,7,2,"no","lots","fresh","multi","4.89",0
"12173",188,7,3,"no","lots","frozen","vit_B","3.89",0
"37150",188,8,1,"no","none","fresh","vit_A","5.89",1
"7153",188,8,2,"no","none","fresh","vit_B","3.89",0
"9151",188,8,3,"no","lots","fresh","vit_B","3.89",0
"42170",188,9,1,"no","lots","frozen","vit_A","5.89",1
"2909",188,9,2,"no","some","fresh","vit_A","3.89",0
"48156",188,9,3,"no","lots","frozen","vit_B","5.89",0
"31196",188,10,1,"no","none","fresh","multi","4.89",1
"54150",188,10,2,"no","lots","frozen","multi","5.89",0
"44156",188,10,3,"no","some","fresh","vit_B","5.89",0
"13157",188,11,1,"no","none","fresh","multi","3.89",0
"31000",188,11,2,"no","lots","fresh","vit_A","3.89",1
"41200",188,11,3,"no","some","frozen","vit_A","5.89",0
"14154",188,12,1,"no","some","fresh","multi","3.89",1
"53159",188,12,2,"no","some","frozen","multi","5.89",0
"25159",188,12,3,"no","none","fresh","vit_B","4.89",0
"18144",188,13,1,"no","lots","frozen","multi","3.89",1
"20153",188,13,2,"no","some","fresh","vit_A","4.89",0
"30156",188,13,3,"no","lots","frozen","vit_B","4.89",0
"38162",188,14,1,"no","some","fresh","vit_A","5.89",0
"19156",188,14,2,"no","none","fresh","vit_A","4.89",1
"11196",188,14,3,"no","some","frozen","vit_B","3.89",0
"11000",188,15,1,"no","none","fresh","vit_A","3.89",1
"23156",188,15,2,"no","some","frozen","vit_A","4.89",0
"52161",188,15,3,"no","none","frozen","multi","5.89",0
"14155",189,1,1,"no","some","fresh","multi","3.89",0
"23157",189,1,2,"no","some","frozen","vit_A","4.89",0
"10154",189,1,3,"no","none","frozen","vit_B","3.89",1
"39151",189,2,1,"no","lots","fresh","vit_A","5.89",0
"19157",189,2,2,"no","none","fresh","vit_A","4.89",1
"20154",189,2,3,"no","some","fresh","vit_A","4.89",0
"16167",189,3,1,"no","none","frozen","multi","3.89",1
"37151",189,3,2,"no","none","fresh","vit_A","5.89",0
"52162",189,3,3,"no","none","frozen","multi","5.89",0
"51175",189,4,1,"no","lots","fresh","multi","5.89",0
"12174",189,4,2,"no","lots","frozen","vit_B","3.89",0
"13158",189,4,3,"no","none","fresh","multi","3.89",1
"32169",189,5,1,"no","some","fresh","multi","4.89",1
"9152",189,5,2,"no","lots","fresh","vit_B","3.89",0
"33162",189,5,3,"no","lots","fresh","multi","4.89",0
"48157",189,6,1,"no","lots","frozen","vit_B","5.89",1
"47159",189,6,2,"no","some","frozen","vit_B","5.89",0
"50156",189,6,3,"no","some","fresh","multi","5.89",0
"53160",189,7,1,"no","some","frozen","multi","5.89",0
"38163",189,7,2,"no","some","fresh","vit_A","5.89",0
"31001",189,7,3,"no","lots","fresh","vit_A","3.89",1
"40157",189,8,1,"no","none","frozen","vit_A","5.89",1
"42171",189,8,2,"no","lots","frozen","vit_A","5.89",0
"28160",189,8,3,"no","none","frozen","vit_B","4.89",0
"31197",189,9,1,"no","none","fresh","multi","4.89",0
"41201",189,9,2,"no","some","frozen","vit_A","5.89",1
"24165",189,9,3,"no","lots","frozen","vit_A","4.89",0
"34155",189,10,1,"no","none","frozen","multi","4.89",1
"29157",189,10,2,"no","some","frozen","vit_B","4.89",0
"36158",189,10,3,"no","lots","frozen","multi","4.89",0
"6158",189,11,1,"no","lots","frozen","vit_A","3.89",1
"49162",189,11,2,"no","none","fresh","multi","5.89",0
"45161",189,11,3,"no","lots","fresh","vit_B","5.89",0
"46152",189,12,1,"no","none","frozen","vit_B","5.89",1
"35146",189,12,2,"no","some","frozen","multi","4.89",0
"25160",189,12,3,"no","none","fresh","vit_B","4.89",0
"8148",189,13,1,"no","some","fresh","vit_B","3.89",1
"43160",189,13,2,"no","none","fresh","vit_B","5.89",0
"54151",189,13,3,"no","lots","frozen","multi","5.89",0
"4903",189,14,1,"no","none","frozen","vit_A","3.89",1
"5539",189,14,2,"no","some","frozen","vit_A","3.89",0
"18145",189,14,3,"no","lots","frozen","multi","3.89",0
"11197",189,15,1,"no","some","frozen","vit_B","3.89",0
"15159",189,15,2,"no","lots","fresh","multi","3.89",0
"21000",189,15,3,"no","some","fresh","vit_A","3.89",1
"37152",190,1,1,"yes","none","fresh","vit_A","5.89",0
"34156",190,1,2,"yes","none","frozen","multi","4.89",1
"12175",190,1,3,"yes","lots","frozen","vit_B","3.89",0
"51176",190,2,1,"yes","lots","fresh","multi","5.89",0
"31198",190,2,2,"yes","none","fresh","multi","4.89",0
"33163",190,2,3,"yes","lots","fresh","multi","4.89",1
"16168",190,3,1,"yes","none","frozen","multi","3.89",0
"36159",190,3,2,"yes","lots","frozen","multi","4.89",0
"38164",190,3,3,"yes","some","fresh","vit_A","5.89",1
"6159",190,4,1,"yes","lots","frozen","vit_A","3.89",0
"29158",190,4,2,"yes","some","frozen","vit_B","4.89",0
"24166",190,4,3,"yes","lots","frozen","vit_A","4.89",1
"7154",190,5,1,"yes","none","fresh","vit_B","3.89",0
"4904",190,5,2,"yes","none","frozen","vit_A","3.89",1
"41202",190,5,3,"yes","some","frozen","vit_A","5.89",0
"15160",190,6,1,"yes","lots","fresh","multi","3.89",0
"13159",190,6,2,"yes","none","fresh","multi","3.89",1
"44157",190,6,3,"yes","some","fresh","vit_B","5.89",0
"21001",190,7,1,"yes","some","fresh","vit_A","3.89",0
"18146",190,7,2,"yes","lots","frozen","multi","3.89",0
"43161",190,7,3,"yes","none","fresh","vit_B","5.89",1
"46153",190,8,1,"yes","none","frozen","vit_B","5.89",1
"26155",190,8,2,"yes","some","fresh","vit_B","4.89",0
"21200",190,8,3,"yes","lots","fresh","vit_A","4.89",0
"27153",190,9,1,"yes","lots","fresh","vit_B","4.89",0
"39152",190,9,2,"yes","lots","fresh","vit_A","5.89",0
"40158",190,9,3,"yes","none","frozen","vit_A","5.89",1
"10155",190,10,1,"yes","none","frozen","vit_B","3.89",1
"20155",190,10,2,"yes","some","fresh","vit_A","4.89",0
"48158",190,10,3,"yes","lots","frozen","vit_B","5.89",0
"35147",190,11,1,"yes","some","frozen","multi","4.89",0
"53161",190,11,2,"yes","some","frozen","multi","5.89",1
"19158",190,11,3,"yes","none","fresh","vit_A","4.89",0
"9153",190,12,1,"yes","lots","fresh","vit_B","3.89",1
"52163",190,12,2,"yes","none","frozen","multi","5.89",0
"28161",190,12,3,"yes","none","frozen","vit_B","4.89",0
"14156",190,13,1,"yes","some","fresh","multi","3.89",0
"25161",190,13,2,"yes","none","fresh","vit_B","4.89",1
"11001",190,13,3,"yes","none","fresh","vit_A","3.89",0
"22173",190,14,1,"yes","none","frozen","vit_A","4.89",1
"32170",190,14,2,"yes","some","fresh","multi","4.89",0
"49163",190,14,3,"yes","none","fresh","multi","5.89",0
"50157",190,15,1,"yes","some","fresh","multi","5.89",0
"17164",190,15,2,"yes","some","frozen","multi","3.89",0
"47160",190,15,3,"yes","some","frozen","vit_B","5.89",1
"24167",191,1,1,"no","lots","frozen","vit_A","4.89",1
"35148",191,1,2,"no","some","frozen","multi","4.89",0
"53162",191,1,3,"no","some","frozen","multi","5.89",0
"30157",191,2,1,"no","lots","frozen","vit_B","4.89",0
"31002",191,2,2,"no","lots","fresh","vit_A","3.89",1
"33164",191,2,3,"no","lots","fresh","multi","4.89",0
"40159",191,3,1,"no","none","frozen","vit_A","5.89",1
"46154",191,3,2,"no","none","frozen","vit_B","5.89",0
"28162",191,3,3,"no","none","frozen","vit_B","4.89",0
"52164",191,4,1,"no","none","frozen","multi","5.89",0
"23158",191,4,2,"no","some","frozen","vit_A","4.89",1
"16169",191,4,3,"no","none","frozen","multi","3.89",0
"25162",191,5,1,"no","none","fresh","vit_B","4.89",1
"51177",191,5,2,"no","lots","fresh","multi","5.89",0
"34157",191,5,3,"no","none","frozen","multi","4.89",0
"36160",191,6,1,"no","lots","frozen","multi","4.89",0
"20156",191,6,2,"no","some","fresh","vit_A","4.89",1
"48159",191,6,3,"no","lots","frozen","vit_B","5.89",0
"21201",191,7,1,"no","lots","fresh","vit_A","4.89",0
"7155",191,7,2,"no","none","fresh","vit_B","3.89",1
"9154",191,7,3,"no","lots","fresh","vit_B","3.89",0
"4905",191,8,1,"no","none","frozen","vit_A","3.89",1
"50158",191,8,2,"no","some","fresh","multi","5.89",0
"31199",191,8,3,"no","none","fresh","multi","4.89",0
"11198",191,9,1,"no","some","frozen","vit_B","3.89",1
"27154",191,9,2,"no","lots","fresh","vit_B","4.89",0
"49164",191,9,3,"no","none","fresh","multi","5.89",0
"47161",191,10,1,"no","some","frozen","vit_B","5.89",0
"6160",191,10,2,"no","lots","frozen","vit_A","3.89",1
"29159",191,10,3,"no","some","frozen","vit_B","4.89",0
"54152",191,11,1,"no","lots","frozen","multi","5.89",0
"13160",191,11,2,"no","none","fresh","multi","3.89",1
"21002",191,11,3,"no","some","fresh","vit_A","3.89",0
"19159",191,12,1,"no","none","fresh","vit_A","4.89",0
"18147",191,12,2,"no","lots","frozen","multi","3.89",0
"26156",191,12,3,"no","some","fresh","vit_B","4.89",1
"45162",191,13,1,"no","lots","fresh","vit_B","5.89",0
"12176",191,13,2,"no","lots","frozen","vit_B","3.89",1
"14157",191,13,3,"no","some","fresh","multi","3.89",0
"17165",191,14,1,"no","some","frozen","multi","3.89",0
"41203",191,14,2,"no","some","frozen","vit_A","5.89",1
"43162",191,14,3,"no","none","fresh","vit_B","5.89",0
"15161",191,15,1,"no","lots","fresh","multi","3.89",0
"44158",191,15,2,"no","some","fresh","vit_B","5.89",0
"10156",191,15,3,"no","none","frozen","vit_B","3.89",1
"8149",192,1,1,"no","some","fresh","vit_B","3.89",0
"21202",192,1,2,"no","lots","fresh","vit_A","4.89",1
"53163",192,1,3,"no","some","frozen","multi","5.89",0
"13161",192,2,1,"no","none","fresh","multi","3.89",0
"52165",192,2,2,"no","none","frozen","multi","5.89",0
"45163",192,2,3,"no","lots","fresh","vit_B","5.89",1
"50159",192,3,1,"no","some","fresh","multi","5.89",0
"15162",192,3,2,"no","lots","fresh","multi","3.89",0
"48160",192,3,3,"no","lots","frozen","vit_B","5.89",1
"42172",192,4,1,"no","lots","frozen","vit_A","5.89",1
"51178",192,4,2,"no","lots","fresh","multi","5.89",0
"17166",192,4,3,"no","some","frozen","multi","3.89",0
"40160",192,5,1,"no","none","frozen","vit_A","5.89",0
"22174",192,5,2,"no","none","frozen","vit_A","4.89",1
"46155",192,5,3,"no","none","frozen","vit_B","5.89",0
"24168",192,6,1,"no","lots","frozen","vit_A","4.89",1
"9155",192,6,2,"no","lots","fresh","vit_B","3.89",0
"49165",192,6,3,"no","none","fresh","multi","5.89",0
"25163",192,7,1,"no","none","fresh","vit_B","4.89",1
"23159",192,7,2,"no","some","frozen","vit_A","4.89",0
"32171",192,7,3,"no","some","fresh","multi","4.89",0
"35149",192,8,1,"no","some","frozen","multi","4.89",0
"39153",192,8,2,"no","lots","fresh","vit_A","5.89",1
"34158",192,8,3,"no","none","frozen","multi","4.89",0
"5540",192,9,1,"no","some","frozen","vit_A","3.89",1
"26157",192,9,2,"no","some","fresh","vit_B","4.89",0
"43163",192,9,3,"no","none","fresh","vit_B","5.89",0
"18148",192,10,1,"no","lots","frozen","multi","3.89",0
"37153",192,10,2,"no","none","fresh","vit_A","5.89",0
"21003",192,10,3,"no","some","fresh","vit_A","3.89",1
"14158",192,11,1,"no","some","fresh","multi","3.89",0
"7156",192,11,2,"no","none","fresh","vit_B","3.89",0
"28163",192,11,3,"no","none","frozen","vit_B","4.89",1
"30158",192,12,1,"no","lots","frozen","vit_B","4.89",0
"12177",192,12,2,"no","lots","frozen","vit_B","3.89",1
"11199",192,12,3,"no","some","frozen","vit_B","3.89",0
"11002",192,13,1,"no","none","fresh","vit_A","3.89",1
"44159",192,13,2,"no","some","fresh","vit_B","5.89",0
"16170",192,13,3,"no","none","frozen","multi","3.89",0
"20157",192,14,1,"no","some","fresh","vit_A","4.89",0
"10157",192,14,2,"no","none","frozen","vit_B","3.89",1
"27155",192,14,3,"no","lots","fresh","vit_B","4.89",0
"36161",192,15,1,"no","lots","frozen","multi","4.89",0
"31200",192,15,2,"no","none","fresh","multi","4.89",0
"4906",192,15,3,"no","none","frozen","vit_A","3.89",1
"49166",193,1,1,"yes","none","fresh","multi","5.89",0
"19160",193,1,2,"yes","none","fresh","vit_A","4.89",0
"9156",193,1,3,"yes","lots","fresh","vit_B","3.89",1
"53164",193,2,1,"yes","some","frozen","multi","5.89",0
"13162",193,2,2,"yes","none","fresh","multi","3.89",0
"11003",193,2,3,"yes","none","fresh","vit_A","3.89",1
"36162",193,3,1,"yes","lots","frozen","multi","4.89",1
"37154",193,3,2,"yes","none","fresh","vit_A","5.89",0
"20158",193,3,3,"yes","some","fresh","vit_A","4.89",0
"30159",193,4,1,"yes","lots","frozen","vit_B","4.89",1
"25164",193,4,2,"yes","none","fresh","vit_B","4.89",0
"35150",193,4,3,"yes","some","frozen","multi","4.89",0
"27156",193,5,1,"yes","lots","fresh","vit_B","4.89",0
"43164",193,5,2,"yes","none","fresh","vit_B","5.89",0
"10158",193,5,3,"yes","none","frozen","vit_B","3.89",1
"31201",193,6,1,"yes","none","fresh","multi","4.89",1
"34159",193,6,2,"yes","none","frozen","multi","4.89",0
"40161",193,6,3,"yes","none","frozen","vit_A","5.89",0
"5541",193,7,1,"yes","some","frozen","vit_A","3.89",1
"32172",193,7,2,"yes","some","fresh","multi","4.89",0
"47162",193,7,3,"yes","some","frozen","vit_B","5.89",0
"26158",193,8,1,"yes","some","fresh","vit_B","4.89",0
"52166",193,8,2,"yes","none","frozen","multi","5.89",0
"41204",193,8,3,"yes","some","frozen","vit_A","5.89",1
"17167",193,9,1,"yes","some","frozen","multi","3.89",1
"7157",193,9,2,"yes","none","fresh","vit_B","3.89",0
"6161",193,9,3,"yes","lots","frozen","vit_A","3.89",0
"15163",193,10,1,"yes","lots","fresh","multi","3.89",0
"18149",193,10,2,"yes","lots","frozen","multi","3.89",0
"24169",193,10,3,"yes","lots","frozen","vit_A","4.89",1
"50160",193,11,1,"yes","some","fresh","multi","5.89",0
"23160",193,11,2,"yes","some","frozen","vit_A","4.89",0
"16171",193,11,3,"yes","none","frozen","multi","3.89",1
"21004",193,12,1,"yes","some","fresh","vit_A","3.89",1
"21203",193,12,2,"yes","lots","fresh","vit_A","4.89",0
"42173",193,12,3,"yes","lots","frozen","vit_A","5.89",0
"8150",193,13,1,"yes","some","fresh","vit_B","3.89",0
"4907",193,13,2,"yes","none","frozen","vit_A","3.89",1
"14159",193,13,3,"yes","some","fresh","multi","3.89",0
"29160",193,14,1,"yes","some","frozen","vit_B","4.89",0
"44160",193,14,2,"yes","some","fresh","vit_B","5.89",0
"11200",193,14,3,"yes","some","frozen","vit_B","3.89",1
"28164",193,15,1,"yes","none","frozen","vit_B","4.89",0
"22175",193,15,2,"yes","none","frozen","vit_A","4.89",1
"38165",193,15,3,"yes","some","fresh","vit_A","5.89",0
